project_id,name,borough,address,block_lot,project_class,zip_code,latitude,longitude
15CVCP024K,171-173 Bayard Street,Brooklyn,173 Bayard Street,Block: 2720Lot:43 ...,Completed (C),11222-6288,40.720657,-73.945557
15CVCP108K,4202 18th Avenue,Brooklyn,4202 18th Avenue,Block: 5409Lot:30,Completed (C),11218-5720,40.631859,-73.975418
14CVCP231K,235-237 Kent Avenue,Brooklyn,235 Kent Avenue,Block: 2378Lot:1 ...,Completed (C),11249-4209,40.71656,-73.965401
14CVCP237K,51-59 South 4th Street,Brooklyn,51 South 4th Street,Block: 2428Lot:28 ...,Completed (C),11220,40.641747,-74.005585
15CVCP083K,406 - 408 Manhattan Avenue,Brooklyn,408 Manhattan Avenue,Block: 2734Lot:4 ...,Completed (C),11211-1419,40.718307,-73.946587
14CVCP218K,434 Manhattan Ave,Brooklyn,434 Manhattan Avenue,Block: 2724Lot:7,Completed (C),11222-6075,40.719383,-73.946732
14CVCP174K,79 Clay Street,Brooklyn,79 Clay Street,Block: 2483Lot:61 ...,Completed (C),11222-6262,40.736809,-73.954697
15CVCP008K,207 North 8th Street,Brooklyn,207 North 8th Street,Block: 2313Lot:27,Active (A),11211-2007,40.717464,-73.955193
14CVCP240K,275 4th Avenue,Brooklyn,275 4th Avenue,Block: 964Lot:1 ...,Completed (C),11215-1818,40.675198,-73.984215
14CVCP188K,56 Box Street - DOB Job No. 320842237,Brooklyn,56 Box Street,Block: 2483Lot:17,Completed (C),11222-1126,40.737175,-73.954262
15CVCP003K,Domino Sugar Site B,Brooklyn,280 Kent Avenue,Block: 2414Lot:1,Active (A),11238,40.67992,-73.96343
14CVCP260K,818 Lexington Avenue,Brooklyn,818 Lexington Avenue,Block: 1628Lot:21,Completed (C),11221-6226,40.690331,-73.926277
15CVCP012K,45 Walton Street,Brooklyn,45 Walton Street,Block: 2245Lot:62,Active (A),11206-4919,40.70134,-73.951027
15CVCP102K,1060 Bedford Avenue,Brooklyn,1060 Bedford Avenue,Block: 1954Lot:22 ...,Completed (C),11216-1116,40.688412,-73.955223
15CVCP048K,535 Flushing Ave.,Brooklyn,535 Flushing Avenue,Block: 2263Lot:52,Completed (C),11205-1610,40.699554,-73.953644
15CVCP002K,Domino Sugar Site A,Brooklyn,254 Kent Avenue,Block: 2414Lot:1 ...,Active (A),11238,40.67992,-73.96343
14CVCP193K,BASIS Independent School - 556 Columbia Street,Brooklyn,556 Columbia Street,Block: 601Lot:17,Completed (C),11238,40.67992,-73.96343
14CVCP225K,1-37 Forrest Street,Brooklyn,37 Forrest Street,Block: 3141Lot:1 ...,Completed (C),11211-1401,40.718178,-73.946091
14CVCP181K,200 Water Street,Brooklyn,200 Water Street,Block: 41Lot:13 ...,Completed (C),11201-1838,40.70298,-73.98578
18CVCP024K,687 Flushing Ave,Brooklyn,687 Flushing Avenue,Block: 2274Lot:24 ...,Active (A),11206-5027,40.700596,-73.945297
14CVCP190K,213 Maujer Street and 774-780 Grand Street,Brooklyn,213 Maujer Street,Block: 2790Lot:5 ...,Completed (C),11206-1364,40.711273,-73.941711
14CVCP180K,177 Front Street,Brooklyn,177 Front Street,Block: 41Lot:42 ...,Completed (C),11201-1117,40.702599,-73.985962
15CVCP058K,120 Union Avenue,Brooklyn,120 Union Avenue,Block: 2238Lot:49,Completed (C),11206-4733,40.704201,-73.949989
14CVCP212K,116 Walton Street,Brooklyn,116 Walton Street,Block: 2250Lot:25,Completed (C),11206-4237,40.702938,-73.947777
14CVCP184K,151 Lorimer Street - DOB Job No. 320965354,Brooklyn,151 Lorimer Street,Block: 2242Lot:54 ...,Completed (C),11206-3273,40.70327,-73.949585
14CVCP244K,Bush Terminal,Brooklyn,5102 1ST AVENUE,Block: 725Lot:1,Active (A),11238,40.67992,-73.96343
16CVCP014K,1146 Fulton Street,Brooklyn,1146 Fulton Street,Block: 2017Lot:8,Completed (C),11216-1808,40.680855,-73.954956
14CVCP192K,"1328 Fulton Street ""Fulton South""",Brooklyn,1328 Fulton Street,Block: 1861Lot:119,Completed (C),11216-6239,40.680164,-73.947655
14CVCP157K,1035 Fulton Street,Brooklyn,1035 Fulton Street,Block: 1992Lot:12 ...,Completed (C),11238-3463,40.682457,-73.960518
13CVCP098K,45 India Street,Brooklyn,45 India Street,Block: 2531Lot:35,Completed (C),11222-3760,40.732086,-73.958878
15CVCP033K,531 Waverly Avenue,Brooklyn,531 Waverly Avenue,Block: 2012Lot:1 ...,Completed (C),11238-2701,40.682648,-73.965622
14CVCP167K,1225 Atlantic Avenue,Brooklyn,1225 Atlantic Avenue,Block: 1866Lot:23 ...,Completed (C),11216-2709,40.678787,-73.950119
13CVCP113K,186 Greenpoint Avenue,Brooklyn,186 Greenpoint Avenue,Block: 2575Lot:5,Completed (C),11222-6657,40.730053,-73.952881
15CVCP164K,2633 Ocean Avenue,Brooklyn,2633 Ocean Avenue,Block: 7381Lot:1 ...,Completed (C),11229-4581,40.597069,-73.9506
14CVCP224K,566 Carroll Street,Brooklyn,566 Carroll Street,Block: 961Lot:7,Completed (C),11215-1118,40.675816,-73.983437
14CVCP214K,28 - 46 Roebling Street,Brooklyn,28 Roebling Street,Block: 2306Lot:18 ...,Completed (C),11211-3157,40.717739,-73.953796
14CVCP185K,767 Bergen Street - DOB Job No. 320576658 & 320576649,Brooklyn,767 Bergen Street,Block: 1140Lot:48 ...,Completed (C),11238-4465,40.678501,-73.962852
14CVCP172K,137 Bayard Street,Brooklyn,137 Bayard Street,Block: 2719Lot:32,Completed (C),11222-6097,40.719959,-73.946724
13CVCP146K,125 Borinquen Place,Brooklyn,125 Borinquen Place,Block: 2411Lot:1 ...,Completed (C),11211-4704,40.710781,-73.954506
13CVCP139K,62 Box Street,Brooklyn,62 Box Street,Block: 2483Lot:20,Completed (C),11222-1234,40.737232,-73.954041
14CVCP165K,219-223 North 8th Street (230 North 9th Street) - DOB Job No. NB - 320576989320577247 and 340125616,Brooklyn,230 North 9th Street,Block: 2313Lot:11 ...,Completed (C),11218-3303,40.644821,-73.971642
13CVCP118K,291 Metropolitan Avenue - DOB Job No. NB - 320545362,Brooklyn,291 Metropolitan Avenue,Block: 2353Lot:13,Completed (C),11211-4008,40.714691,-73.957779
13CVCP097K,"823 Bedford Avenue - ""Satmar Meat""",Brooklyn,823 Bedford Avenue,Block: 1734Lot:59,Completed (C),11205-2801,40.695724,-73.956055
13CVCP144K,498 Leonard Street,Brooklyn,498 Leonard Street,Block: 2698Lot:11 ...,Completed (C),11222-6083,40.722054,-73.948769
13CVCP133K,79-97 4th Avenue,Brooklyn,85 4th Avenue,Block: 934Lot:5 ...,Active (A),11217-2703,40.681641,-73.979797
14CVCP159K,245-247 Driggs Avenue,Brooklyn,247 Driggs Avenue,Block: 2699Lot:15 ...,Completed (C),11222-2689,40.722534,-73.94767
13CVCP081K,538 Union Avenue,Brooklyn,538 Union Avenue,Block: 2741Lot:7 ...,Completed (C),11211-1211,40.716541,-73.951775
13CVCP153K,661 Flushing Avenue,Brooklyn,661 Flushing Avenue,Block: 2272Lot:54,Completed (C),11206-5231,40.700356,-73.946854
13CVCP150K,376-382 Wallabout Street,Brooklyn,376 Wallabout Street,Block: 2266Lot:14 ...,Completed (C),11206-4391,40.701927,-73.947868
13CVCP154K,101 West Street,Brooklyn,101 West Street,Block: 2556Lot:58 ...,Completed (C),11222-3534,40.72886,-73.95923
13CVCP156K,1044 Bedford Avenue,Brooklyn,1044 Bedford Avenue,Block: 1950Lot:33,Completed (C),11205-5237,40.689175,-73.955353
13CVCP147K,82 Throop Avenue - DOB Job No. NB - 320761733,Brooklyn,82 Throop Avenue,Block: 2266Lot:34 ...,Completed (C),11206-4393,40.702179,-73.946609
14CVCP253K,874 Willoughby Ave,Brooklyn,874 Willoughby Avenue,Block: 1593Lot:23,Active (A),11221-8864,40.695457,-73.933243
13CVCP108K,588 Myrtle Avenue - DOB Job No. NB - 320508688,Brooklyn,588 Myrtle Avenue,Block: 1910Lot:23 ...,Completed (C),11205-4175,40.693851,-73.960869
13CVCP095K,78-80 Throop Avenue,Brooklyn,78 Throop Avenue,Block: 2266Lot:32 ...,Completed (C),11206-4470,40.702274,-73.946739
14CVCP252K,415 Manhattan Avenue,Brooklyn,415 Manhattan Avenue,Block: 2723Lot:30,Completed (C),11222-7716,40.71899,-73.946945
14CVCP164K,1345-1357 Rogers Avenue,Brooklyn,1345 Rogers Avenue,Block: 5229Lot:15 ...,Completed (C),11210-1431,40.636738,-73.950706
13CVCP116K,683-691 Marcy Ave. (aka 168 Kosciusko St),Brooklyn,683 Marcy Avenue,Block: 1785Lot:1 ...,Completed (C),11216,40.68018,-73.94942
13CVCP135K,Dean Street - Habitat for Humanity,Brooklyn,2396 Dean Street,Block: 1450Lot:8 ...,Active (A),11238,40.67992,-73.96343
13CVCP072K,345 State Street,Brooklyn,345 State Street,Block: 171Lot:101 ...,Completed (C),11217-1705,40.687935,-73.98494
13CVCP094K,81 Fleet Place,Brooklyn,81 Fleet Place,Block: 2061Lot:110 ...,Completed (C),11201-8000,40.693207,-73.981323
13CVCP076K,172 Nassau Street - DOB Job No. NB - 301914739,Brooklyn,172 Nassau Street,Block: 108Lot:12 ...,Completed (C),11201-2000,40.69834,-73.98448
14CVCP198K,89 Grand Street DOB Job No. NB-320917521,Brooklyn,89 GRAND STREET,Block: 2379Lot:42 ...,Completed (C),11249-4145,40.715733,-73.963799
13CVCP071K,650 Metropolitan Avenue,Brooklyn,650 Metropolitan Avenue,Block: 2763Lot:11,Completed (C),11211-4259,40.714035,-73.947289
12CVCP069K,249 North 7th Street & 248 North 8th Street - DOB Job Nos. NB - 302067484 & NB - 302061621,Brooklyn,249 North 7th Street,Block: 2322Lot:10 ...,Completed (C),11211-1285,40.716457,-73.953667
13CVCP078K,243 Meeker Avenue - DOB Job Nos. NB-320587691NB-320544513 & NB-320544407,Brooklyn,243 Meeker Avenue,Block: 2741Lot:19 ...,Completed (C),11211-1948,40.716576,-73.950645
17CVCP005K,288 North 8th Street,Brooklyn,288 North 8th Street,Block: 2323Lot:9 ...,Completed (C),11211-2103,40.71555,-73.95276
13CVCP092K,10504 Flatlands Avenue,Brooklyn,10504 Flatlands Avenue,Block: 8213Lot:37 ...,Completed (C),11236-2908,40.638206,-73.884041
13CVCP101K,66 North 8th Street,Brooklyn,66 North 8th Street,Block: 2317Lot:13,Active (A),11249-2929,40.720371,-73.96077
13CVCP086K,235-247 & 253-263 North 9th Street,Brooklyn,235 North 9th Street,Block: 2307Lot:27 ...,Completed (C),11211-2144,40.71702,-73.95325
12CVCP053K,25 Hope Street,Brooklyn,25 Hope Street,Block: 2368Lot:34,Completed (C),11211-5233,40.713776,-73.956886
13CVCP122K,212-218 North 9th Street,Brooklyn,212 North 9th Street,Block: 2313Lot:5 ...,Completed (C),11211-2001,40.717628,-73.954872
13CVCP112K,131 Berry Street,Brooklyn,131 Berry Street,Block: 2327Lot:5,Completed (C),11249-3018,40.718311,-73.958923
12CVCP057K,821 Bedford Avenue,Brooklyn,821 Bedford Avenue,Block: 1734Lot:60 ...,Completed (C),11205-5505,40.695786,-73.956085
12CVCP051K,263 Bedford Avenue - DOB Job No. NB-320321219,Brooklyn,263 Bedford Avenue,Block: 2366Lot:1,Completed (C),11211-4010,40.71489,-73.960533
12CVCP056K,390 Wallabout Street,Brooklyn,390 Wallabout Street,Block: 2266Lot:21 ...,Completed (C),11206-4483,40.702164,-73.947395
12CVCP055K,72 Throop Avenue,Brooklyn,72 Throop Avenue,Block: 2266Lot:27 ...,Completed (C),11206-4469,40.702446,-73.946892
13CVCP087K,"527 Flushing Avenue ""New Bldg.""",Brooklyn,527 Flushing Avenue,Block: 2263Lot:56 ...,Completed (C),11205-1333,40.69957,-73.953934
13CVCP093K,"60 Water Street ""Two Trees""",Brooklyn,60 Water Street,Block: 36Lot:1 ...,Completed (C),11201-1964,40.702953,-73.992073
13CVCP074K,16 Bartlett Street,Brooklyn,16 BARTLETT STREET,Block: 2272Lot:4 ...,Completed (C),11206-7954,40.700493,-73.947121
12CVCP048K,1309-1321 38th Street,Brooklyn,1321 38th Street,Block: 5300Lot:70 ...,Completed (C),11218-3656,40.641075,-73.985069
12CVCP067K,1465 Rockaway Parkway,Brooklyn,1465 Rockaway Parkway,Block: 8185Lot:24,Completed (C),11236-2601,40.644585,-73.901367
12CVCP054K,107 Union Street,Brooklyn,107 Union Street,Block: 335Lot:42,Completed (C),11231-1416,40.684742,-74.003609
13CVCP152K,29-35 Carroll Street (a.k.a 33 Carroll Street),Brooklyn,29 Carroll Street,Block: 347Lot:50 ...,Completed (C),11231-1301,40.68351,-74.00457
13CVCP110K,504 Myrtle Avenue,Brooklyn,504 Myrtle Avenue,Block: 1905Lot:30 ...,Completed (C),11205-3542,40.693344,-73.964661
13CVCP070K,"876 Livonia Avenue ""New 2-Story Commerical Bldg."" - DOB Job No. NB - 320232930",Brooklyn,876 Livonia Avenue,Block: 4092Lot:3,Active (A),11207-5660,40.666035,-73.884453
12CVCP045K,1426-1438 Fulton Street AKA 293-297 Herkimer Street,Brooklyn,1426 Fulton Street,Block: 1863Lot:9 ...,Completed (C),11216-2505,40.679829,-73.943687
13CVCP109K,490 Myrtle Avenue,Brooklyn,484 Myrtle Avenue,Block: 1905Lot:19 ...,Completed (C),11205-3067,40.693268,-73.965378
14CVCP246K,505 Union Avenue,Brooklyn,505 Union Avenue,Block: 2315Lot:21,Completed (C),11211-1395,40.71582,-73.95208
13CVCP088K,285 Jay Street,Brooklyn,285 Jay Street,Block: 131Lot:1,Completed (C),11201-2933,40.695553,-73.986649
13CVCP128K,501 Leonard Street,Brooklyn,501 Leonard Street,Block: 2697Lot:7 ...,Active (A),11222-3909,40.722038,-73.949272
15CVCP095K,387 Manhattan Avenue,Brooklyn,387 Manhattan Avenue,Block: 2738Lot:21,Completed (C),11211-1801,40.717659,-73.946899
23CVCP007K,97 North 6th Street,Brooklyn,97 NORTH 6TH STREET,Block: 2326Lot:34,Active (A),11249-3001,40.718632,-73.959991
22CVCP079K,2667 Fulton Street,Brooklyn,2667 FULTON STREET,Block: 3661Lot:1,Active (A),11207-2404,40.67742,-73.8964
22CVCP085K,60 Throop Avenue,Brooklyn,60 THROOP AVENUE,Block: 2250Lot:129,Active (A),11206-4307,40.70312,-73.94743
22CVCP071K,511 Meeker Avenue,Brooklyn,511 MEEKER AVENUE,Block: 2727Lot:47,Active (A),11222-5001,40.720608,-73.944046
22CVCP084K,840-856 Atlantic Avenue,Brooklyn,840 ATLANTIC AVENUE,Block: 1122Lot:71 ...,Active (A),11238-3115,40.681416,-73.967072
22CVCP074K,288 Jackson Street,Brooklyn,288 JACKSON STREET,Block: 2885Lot:35,Active (A),11211-1604,40.717232,-73.93927
22CVCP022K,105 River Street (North Tower),Brooklyn,87 RIVER STREET,Block: 2361Lot:1 ...,Active (A),11249,40.718426,-73.965454
22CVCP021K,25 Milford Street,Brooklyn,25 MILFORD STREET,Block: 4153Lot:27,Active (A),11208-2411,40.67839,-73.87792
22CVCP036K,356-380 Fulton Street,Brooklyn,356-370 FULTON STREET,Block: 154Lot:5 ...,Active (A),11201-5126,40.691467,-73.988327
22CVCP057K,881-885 New Jersey Avenue,Brooklyn,881-885 NEW JERSEY AVENUE,Block: 4348Lot:48 ...,Active (A),11207-7727,40.658115,-73.888893
21CVCP058K,1050 Pacific Street,Brooklyn,643 CLASSON AVENUE,Block: 1134Lot:2 ...,Active (A),11238-2910,40.678345,-73.95826
21CVCP043K,155 Carlton Avenue,Brooklyn,155 CARLTON AVENUE,Block: 2073Lot:22,Active (A),11205-3206,40.692947,-73.972641
22CVCP009K,979 Pacific Street,Brooklyn,979 PACIFIC STREET,Block: 1125Lot:1,Active (A),11238-3206,40.679852,-73.961319
21CVCP045K,83 Apollo Street,Brooklyn,83 APOLLO STREET,Block: 2661Lot:16 ...,Active (A),11222-3802,40.727043,-73.938332
21CVCP038K,89 Union Avenue,Brooklyn,89 UNION AVENUE,Block: 2241Lot:39,Active (A),11206-2913,40.702744,-73.950478
21CVCP026K,4701 19th Avenue,Brooklyn,4701 19TH AVENUE,Block: 5457Lot:166,Active (A),11204-1302,40.627754,-73.977386
22CVCP064K,1625 Prospect Place,Brooklyn,1625 PROSPECT PL,Block: 1363Lot:60,Active (A),11233-4403,40.67295,-73.92338
22CVCP058K,772 Halsey Street,Brooklyn,772 HALSEY ST,Block: 1668Lot:48,Active (A),11233-1207,40.6846,-73.92473
22CVCP065K,53 MacDougal Street,Brooklyn,53 MACDOUGAL ST,Block: 1524Lot:43,Active (A),11233-2312,40.679459,-73.92012
22CVCP043K,1775 CONEY ISLAND AVENUE,Brooklyn,1775 CONEY ISLAND AVENUE,Block: 6749Lot:78,Active (A),11230-6501,40.614361,-73.962852
22CVCP082K,6 Howard Avenue,Brooklyn,6 HOWARD AVENUE,Block: 1481Lot:35,Active (A),11221-4102,40.688618,-73.921432
21CVCP017K,29 Jay Street,Brooklyn,29 Jay Street,Block: 20Lot:1,Active (A),11201-1105,40.704014,-73.986465
21CVCP030K,117 Glenmore Avenue,Brooklyn,117 GLENMORE AVENUE,Block: 3692Lot:1 ...,Active (A),11212-8002,40.671841,-73.906555
20CVCP076K,156-158 Somers Street,Brooklyn,156 - 158 SOMERS STREET,Block: 1544Lot:15 ...,Active (A),11233-2913,40.679169,-73.905571
20CVCP061K,494 Manhattan Avenue,Brooklyn,494 MANHATTAN AVENUE,Block: 2713Lot:1,Completed (C),11222-4847,40.720844,-73.94809
20CVCP054K,130 North 6th Street,Brooklyn,126 North 6th Street,Block: 2335Lot:6 ...,Completed (C),11217-3518,40.678005,-73.976501
20CVCP063K,175 McGuinness Boulevard,Brooklyn,175 MCGUINNESS BOULEVARD,Block: 2599Lot:23 ...,Active (A),11222-2735,40.728245,-73.950508
22CVCP019K,2602 Pitkin Avenue,Brooklyn,2602 PITKIN AVENUE,Block: 4228Lot:13,Active (A),11208-2589,40.674713,-73.875809
20CVCP040K,487 4th Avenue,Brooklyn,487 4TH AVENUE,Block: 1028Lot:7,Active (A),11215-4736,40.668262,-73.990005
20CVCP035K,411 Meeker Avenue,Brooklyn,411 MEEKER AVENUE,Block: 2724Lot:1 ...,Completed (C),11222-7172,40.719131,-73.94664
20CVCP059K,381 Chester Street,Brooklyn,401 CHESTER STREET,Block: 3589Lot:21,Active (A),11212-5491,40.66227,-73.9097
20CVCP011K,20 Luquer Street,Brooklyn,20 LUQUER STREET,Block: 520Lot:13 ...,Active (A),11231-1817,40.6788,-74.00473
20CVCP049K,169 LORIMER STREET,Brooklyn,169 LORIMER STREET,Block: 2242Lot:45,Completed (C),11206-3449,40.703667,-73.94902
20CVCP002K,1941 Coney Island Avenue,Brooklyn,1941 CONEY ISLAND AVENUE,Block: 6774Lot:1 ...,Completed (C),11223-2371,40.609848,-73.962151
20CVCP044K,1601 Dekalb Avenue,Brooklyn,1601 DEKALB AVENUE,Block: 3237Lot:23 ...,Active (A),11237-3905,40.703781,-73.919876
20CVCP016K,3294 Atlantic Avenue,Brooklyn,3294 ATLANTIC AVENUE,Block: 4153Lot:40,Active (A),11208-1919,40.679699,-73.877617
20CVCP007K,2776 Fulton Street,Brooklyn,2776 FULTON STREET,Block: 3946Lot:18 ...,Active (A),11207-2521,40.677753,-73.892036
19CVCP066K,233 NEVINS STREET Phase II,Brooklyn,233 NEVINS STREET,Block: 412Lot:6,Completed (C),11238,40.67992,-73.96343
19CVCP056K,297 Wallabout Street,Brooklyn,297 Wallabout Street,Block: 2250Lot:45,Active (A),11206-4325,40.702278,-73.948174
20CVCP005K,1010 Gates Avenue,Brooklyn,1010 GATES AVENUE,Block: 1480Lot:17,Active (A),11221-3602,40.689171,-73.922989
19CVCP055K,2175 Bergen Street,Brooklyn,217-221 MOTHER GASTON BOULEVARD,Block: 1450Lot:1 ...,Completed (C),11233-6832,40.67392,-73.908104
19CVCP039K,1256 38th Street,Brooklyn,1256 38TH STREET,Block: 5294Lot:26 ...,Active (A),11218-1929,40.641518,-73.986641
19CVCP038K,1250 38TH STREET,Brooklyn,1250 38TH STREET,Block: 5294Lot:25,Active (A),11218-1929,40.641586,-73.986801
19CVCP062K,1021 Bedford Avenue,Brooklyn,1021-1023 BEDFORD AVENUE,Block: 1788Lot:4 ...,Completed (C),11205-5263,40.689079,-73.954765
18CVCP011K,800 Flatbush Avenue,Brooklyn,800 FLATBUSH AVENUE,Block: 5063Lot:58,Completed (C),11226-9907,40.653267,-73.959564
15CVCP103K,77 Commercial Street,Brooklyn,77 Commercial Street,Block: 2472Lot:410,Active (A),11222-1005,40.737988,-73.957077
16CVCP084K,666 Greene Avenue,Brooklyn,666 Greene Avenue,Block: 1801Lot:8,Completed (C),11221-1308,40.689232,-73.942024
18CVCP070K,2846-2868 Linden Boulevard - Linden Boulevard Phase IBuilding 1,Brooklyn,2846-2868 LINDEN BOULEVARD,Block: 4496Lot:1 ...,Completed (C),11207,40.67168,-73.89567
19CVCP081K,438 Union Avenue,Brooklyn,438 UNION AVENUE,Block: 2761Lot:5,Completed (C),11211-3427,40.713512,-73.951378
